cartodb_id|orig_geocode_string|orig_lat|orig_lon|mapzen_lat|mapzen_lon|mapquest_lat|mapquest_lon
336923|1419  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.8045381233197|-97.3960351830126
336926|1421 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8047253524209|-97.3949532424748
336922|1418 N Broadway Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.79645|-95.490778|27.8043898400216|-97.3969308071212
336925|1421  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.8045531214466|-97.3960381724178
336928|1422  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.8045968925586|-97.3958593158933
336930|1446 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.09789|-98.569803|27.8043027501705|-97.3980612189245
336929|1422 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.8047716369579|-97.3947747066895
336927|1421 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.181237|-96.915601|27.8049242324093|-97.3938230161249
336931|201 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.793416|-97.394932
336936|202  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336934|201 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.791239|-97.395633
336933|201 N Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.82864|-95.0595|27.8002251|-97.3992184
336940|208  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.692342|-98.137146|27.793559|-97.3959375
336939|206 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.736316|-95.258126|27.7907885684157|-97.3984635911411
336941|208 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.64547|-97.794686|27.7931085306122|-97.3936223265306
336937|205 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7915894090149|-97.397682647614
341461|M30 0TU, UK|53.4825096|-2.33904|43.607892|1.366986|53.4829948|-2.3379921
336943|209 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7915538180299|-97.397682295228
336942|209 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.645699|-97.793814|27.7931555306122|-97.3938003265306
336946|210 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.645226|-97.794319|27.7931231632653|-97.3936174081633
336944|210 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7924923469388|-97.3974822857143
336948|213  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.7922480134228|-97.3963112885906
336950|214  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336951|216  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336947|210 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.566704|-97.548123|27.7908242806928|-97.3984646519018
336949|213 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.715866|-97.90507|27.7912092307692|-97.3956400384615
336952|218 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7934930639031|-97.3947075431919
336956|221 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.17174|-98.001825|27.7910441852075|-97.3945333750193
336953|218 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|37.925765|-122.388571|27.7931816938776|-97.3935977346939
336961|224  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336960|223 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7935723881953|-97.3948736397917
336957|222 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7935214918694|-97.3946969144889
336958|222  Power Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|41.823855|-71.391621|27.8038263906327|-97.3931359487515
336966|300 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.544316|-97.982265|27.7907|-97.395589
336962|225 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7914114505732|-97.3976813290645
336964|227 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|44.902843|-93.566215|27.7932872244898|-97.3937560612245
336963|226 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.700398|-95.243478|27.7909670926655|-97.3984699908375
336968|301  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.715806|-97.440454|27.793559|-97.3959375
336969|301 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.187992|-97.77755|27.794348|-97.394588
336970|301 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.51185|-97.805767|27.794052|-97.393494
336976|306 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7943419117306|-97.3943951429862
336972|302 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.188347|-97.777138|27.7943126372435|-97.3944057143287
336973|302 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.188347|-97.777138|27.7906645397584|-97.3956025026543
336975|305 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.511374|-97.805674|27.7940808584425|-97.3934834321197
336979|309  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336980|309 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944067321048|-97.3945676069081
336977|307 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.790752|-97.395765
336981|309 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.217985|-97.101738|27.794109716885|-97.3934728642393
336985|310  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.689341|-98.133954|27.793559|-97.3959375
336984|309 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.217985|-97.101738|27.7903397822902|-97.3947747509219
642412|Warschau|||52.486562|13.429407|52.2319237|21.0067265
336982|309 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.7905547188912|-97.3958401212763
336989|314  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
336991|314  Twigg Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.828252|-95.395572|27.7998681399977|-97.3929365728086
336987|312 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7943858577975|-97.394379381967
336988|313 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|31.842491|-106.550512|27.7941385744498|-97.3934622939626
336990|314 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944005268033|-97.3943741850941
336994|316 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944151958091|-97.3943689882212
336996|317 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944653641636|-97.3945469285773
336995|317  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|38.885663|-94.86183|27.793559|-97.3959375
336992|315 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.794450713448|-97.3945521189704
336993|316  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|41.668174|-86.185467|27.7950056575168|-97.3933449889191
337001|319  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|32.312337|-106.775264|27.793559|-97.3959375
336998|317  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.7967166376396|-97.3929911632055
337000|317 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.7897660096729|-97.3961416942862
336997|317 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.51061|-97.804383|27.794167431266|-97.3934517216424
336999|317 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7889688571429|-97.3976314285714
337004|321  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|32.312516|-106.775307|27.793559|-97.3959375
337002|319  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.7967168417825|-97.3930081836129
337003|320 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944445338207|-97.3943585944754
337006|321 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.218513|-97.101717|27.7901685223221|-97.3948211231106
337005|321 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.218513|-97.101717|27.7941962880823|-97.3934411493221
337011|325  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|32.312568|-106.775409|27.793559|-97.3959375
337007|322  Mann Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|47.099667|-104.712654|27.8007926421294|-97.393206948987
337010|323 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7945093163101|-97.394531357398
337008|322 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7944592028264|-97.3943533976025
337009|323 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.79299955|-97.39765695
337016|330 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.638371|-97.774508|27.7901681904695|-97.3957917865544
337013|326 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.794488540838|-97.3943430038567
337014|326 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.7902390843562|-97.3957647115022
337012|325 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.78897|-97.396402
337015|329 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.21888|-97.101702|27.7900544027049|-97.3948522360886
337018|334 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.810482|-97.395059|27.7900972965828|-97.3958188616066
337017|333 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|31.843338|-106.550899|27.7899973428962|-97.3948677925776
337020|345 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7890596071429|-97.3976356785714
337022|345 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.674628|-98.144977|27.7898261634704|-97.3949144620447
337023|400  Mann Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|37.082325|-77.991192|27.800658|-97.394145
337024|401 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.793304|-97.397648
337025|401 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.187656|-97.776821|27.795302|-97.394249
337027|401 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.219068|-97.101694|27.794994|-97.393153
337029|401 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.219068|-97.101694|27.788813|-97.395188
337031|402 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.188058|-97.776429|27.7952652898003|-97.3940676154375
337033|402  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796891|-97.3939833878724
337032|402 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.51061|-97.802971|27.794961463595|-97.3929700410532
337036|406 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|31.79901|-106.261141|27.7949903907849|-97.3929601231595
337035|406 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.793084|-97.397471
337037|408 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.56494|-97.873678|27.7953081592014|-97.3940514617502
337039|409  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796727|-97.3940356326531
337038|409 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7933648429581|-97.3976455662817
337040|409 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7892670357143|-97.3976453928571
337041|409 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.507231|-97.68272|27.7884127358034|-97.3986442851373
337042|410 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.564784|-97.87363|27.7953224549142|-97.3940460930335
337043|410 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.673004|-98.143735|27.7950193226298|-97.3929502189748
337044|410  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796891|-97.3940529393619
337046|411  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.720223|-95.299639|27.8042493405665|-97.3956567947474
337047|411  Taylor Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|40.532898|-83.524809|27.7987110527855|-97.3940392037943
337049|414 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.244792|-97.75626|27.7888342222222|-97.3984597777778
337050|415 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|45.032827|-110.710559|27.7950948670941|-97.3931190267124
337051|416  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|38.886962|-94.861495|27.793559|-97.3959375
337048|413  Fitzgerald Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|39.919163|-75.154581|27.8052332906485|-97.3958359379552
337052|416 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7953654278118|-97.3940302167232
337054|416  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.720223|-95.299639|27.8044190082111|-97.395639144851
337056|417 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.788646458083|-97.3976154364521
337055|417 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.564218|-97.873949|27.7954165279638|-97.3942066492682
337053|416 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.219934|-97.101155|27.7950628005534|-97.3929355987576
337058|418  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796891|-97.3941224908515
337059|418 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.556296|-97.553924|27.788742|-97.39846
337061|419  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
337060|418  Taylor Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|40.533091|-83.525111|27.7988766816769|-97.394102999803
337062|419 N Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7934408672992|-97.3976418753889
337063|419 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|35.395156|-118.991513|27.7951237114247|-97.3931093949483
337064|419  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796727|-97.3941226734694
337065|423 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.787662|-95.375966|27.7951525557554|-97.3930997631842
337066|424  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|38.88735|-94.861443|27.793559|-97.3959375
337067|424 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7954227250086|-97.3940090483094
337068|424  Schatzell Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.532593|-95.106615|27.7962699924125|-97.3941732081089
337070|425 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7885562868397|-97.3976133313838
337069|425 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7954738400607|-97.3941856041845
337071|426 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.729498|-95.300201|27.7884274368881|-97.398458403799
337072|427  Peoples Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.267773|-97.718531|27.796727|-97.3941923061224
337075|430 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.785813|-95.376229|27.7883817281468|-97.3984580063317
337074|430 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7885190415109|-97.3974245480143
337073|429  Mann Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.831796|-95.34747|27.8004554324039|-97.3943407149566
337076|441  John Sartain Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|31.761597|-106.42526|27.7933106865976|-97.3953585247157
337080|501 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.187375|-97.776032|27.796223|-97.393947
337079|501  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|33.120696|-97.183431|27.793559|-97.3959375
337081|501 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|39.577937|-83.118887|27.795928|-97.392875
337078|500 N Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.514988|-97.825761|27.795916|-97.39269
337085|503 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7876771088487|-97.3975931560724
337083|501 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|39.577937|-83.118887|27.787912|-97.395402
337084|502 S Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.564307|-97.873135|27.787780885248|-97.3962336272714
337087|505 S Water Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.535285|-95.108057|27.7878703688129|-97.3954114616334
337088|506  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.886615|-95.323071|27.793559|-97.3959375
337090|508  Mesquite Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|32.313773|-106.775159|27.793559|-97.3959375
337089|506 S Tancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.795586|-95.376074|27.7875132620626|-97.3984504544527
337091|509 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|30.563689|-97.873275|27.79626103605|-97.3939451083817
337092|509  Palo Alto Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.720223|-95.299639|27.8040702100352|-97.3967383364435
337094|510 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.7962636460329|-97.3937586179006
337093|509 S Carancahua Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|28.69666|-96.38969|27.7876094797725|-97.3975916041254
337095|511  Lawrence Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|41.449943|-82.715723|27.7954054750537|-97.3954520859773
337096|511  Starr Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|29.814989|-95.364707|27.797762|-97.395123122449
337097|512 N Chaparral Street, Corpus Christi, TX , Corpus Christi, Texas, USA|27.79641|-97.40356|27.80354|-97.398135|27.796273176879|-97.3937581735721
